Player,Pitches,Total,Pitch %,PA,AB,BIP,Hits,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,BABIP,ISO,Whiff%,EV (MPH),Adj. EV (MPH),LA (°),Dist (ft),Hard Hit%,Barrel/BBE%,Barrel/PA%
"Hicks, Aaron",284,284,100.0,63,57,34,8,7,0,0,1,23,36.5,6,9.5,41,125,.140,.192,.222,.270,.193,.272,.196,.248,2,.212,.053,32.8,87.5,91.8,5,113,35.3,5.9,3.2
"Gurriel, Yuli",281,281,100.0,65,54,41,13,10,3,0,0,15,23.1,9,13.8,27,121,.241,.254,.338,.361,.296,.328,.289,.316,1,.317,.056,22.3,90.3,91.7,8,167,53.7,2.4,1.5
"Hurtubise, Jacob",281,281,100.0,68,54,41,10,8,1,1,0,18,26.5,6,8.8,25,123,.185,.192,.297,.307,.241,.250,.253,.265,0,.270,.056,20.3,75.9,89.3,16,148,14.6,0.0,0.0
"Madris, Bligh",275,275,100.0,75,67,48,18,14,3,0,1,20,26.7,6,8.0,39,135,.269,.228,.324,.288,.358,.363,.301,.287,5,.362,.090,28.9,87.1,91.2,24,162,35.4,10.4,6.7
"López, Jack",274,274,100.0,71,67,43,17,13,3,0,1,25,35.2,2,2.8,53,157,.254,.178,.286,.214,.343,.236,.277,.201,1,.390,.090,33.8,85.9,90.3,9,132,32.6,2.3,1.4
"Domínguez, Jasson",272,272,100.0,66,55,37,10,7,1,0,2,18,27.3,11,16.7,31,134,.182,.204,.318,.337,.309,.338,.289,.309,4,.229,.127,23.1,89.4,92.3,5,118,45.9,10.8,6.1
"Berti, Jon",271,271,100.0,74,66,53,18,17,0,0,1,14,18.9,6,8.1,20,113,.273,.274,.342,.344,.318,.335,.300,.307,1,.333,.045,17.7,83.2,90.8,11,155,30.2,1.9,1.4
"Haase, Eric",270,270,100.0,69,66,38,18,12,1,0,5,28,40.6,3,4.3,52,132,.273,.226,.304,.259,.515,.465,.350,.308,5,.394,.242,39.4,88.6,91.6,11,152,39.5,13.2,7.2
"Wagaman, Eric",269,269,100.0,74,72,55,18,11,5,0,2,17,23.0,2,2.7,29,139,.250,.267,.270,.287,.403,.412,.290,.302,3,.302,.153,20.9,91.7,92.2,8,174,40.0,5.5,4.1
"Narváez, Omar",269,269,100.0,69,65,54,10,8,2,0,0,12,17.4,3,4.3,23,139,.154,.177,.191,.214,.185,.236,.171,.200,0,.189,.031,16.5,84.4,89.8,18,148,22.2,0.0,0.0
"Clase, Jonatan",267,267,100.0,65,61,44,15,12,2,0,1,17,26.2,2,3.1,34,135,.246,.169,.292,.220,.328,.243,.276,.209,0,.326,.082,25.2,86.6,90.3,16,144,29.5,0.0,0.0
"Dahl, David",266,266,100.0,62,58,38,12,7,2,0,3,21,33.9,3,4.8,48,144,.207,.200,.242,.236,.397,.376,.273,.264,3,.257,.190,33.3,87.1,90.0,13,162,21.1,7.9,4.8
"Johnson, Bryce",263,263,100.0,73,63,54,13,11,2,0,0,12,16.4,7,9.6,24,131,.206,.258,.286,.332,.238,.307,.243,.291,0,.255,.032,18.3,77.2,89.8,-1,125,24.1,0.0,0.0
"Kreidler, Ryan",263,263,100.0,65,59,40,7,6,0,0,1,19,29.2,6,9.2,39,122,.119,.170,.200,.247,.169,.252,.177,.231,2,.154,.051,32.0,79.6,90.0,12,132,22.5,5.0,3.1
"Walsh, Jared",262,262,100.0,60,53,32,12,9,2,0,1,21,35.0,7,11.7,45,109,.226,.241,.317,.329,.321,.400,.289,.324,3,.355,.094,41.3,84.2,91.3,22,163,31.3,9.4,5.0
"Bliss, Ryan",259,259,100.0,71,63,43,14,8,3,1,2,22,31.0,5,7.0,44,134,.222,.217,.290,.286,.397,.426,.300,.310,4,.308,.175,32.8,85.7,91.4,7,162,46.5,9.3,5.6
"Serven, Brian",258,258,100.0,71,63,42,10,6,4,0,0,22,31.0,5,7.0,29,123,.159,.172,.243,.255,.222,.265,.217,.239,1,.244,.063,23.6,82.3,89.9,18,152,16.7,2.4,1.4
"Reyes, Pablo",252,252,100.0,64,60,41,11,9,2,0,0,19,29.7,3,4.7,21,106,.183,.211,.234,.260,.217,.300,.207,.251,2,.268,.033,19.8,88.0,90.6,13,142,31.7,4.9,3.1
"Millas, Drew",252,252,100.0,62,57,41,14,12,1,0,1,16,25.8,5,8.1,26,115,.246,.224,.306,.287,.316,.307,.280,.268,1,.325,.070,22.6,85.7,90.6,1,145,34.1,2.4,1.6
"Hensley, David",250,250,100.0,57,52,35,11,9,1,0,1,17,29.8,5,8.8,27,84,.212,.153,.281,.227,.288,.216,.258,.209,1,.294,.077,32.1,82.6,91.8,-9,118,25.7,2.9,1.8
"Ruiz, Esteury",246,246,100.0,65,55,39,11,6,2,1,2,20,30.8,4,6.2,37,123,.200,.181,.270,.263,.382,.341,.281,.281,4,.257,.182,30.1,84.9,91.2,15,162,35.9,10.3,6.2
"Dezenzo, Zach",245,245,100.0,65,62,40,15,11,2,0,2,22,33.8,3,4.6,40,126,.242,.223,.277,.259,.371,.435,.283,.298,4,.342,.129,31.7,87.5,92.0,10,152,40.0,10.0,6.2
"Black, Tyler",239,239,100.0,57,49,32,10,8,2,0,0,17,29.8,7,12.3,25,103,.204,.191,.316,.305,.245,.231,.265,.256,0,.313,.041,24.3,83.0,90.1,16,152,15.6,0.0,0.0
"Tucker, Cole",237,237,100.0,57,50,34,9,4,4,1,0,17,29.8,6,10.5,28,103,.180,.197,.263,.284,.300,.269,.250,.256,0,.265,.120,27.2,90.2,91.1,8,166,44.1,0.0,0.0
"Paris, Kyren",234,234,100.0,58,51,34,6,3,2,0,1,17,29.3,6,10.3,31,104,.118,.182,.211,.268,.216,.310,.199,.262,2,.152,.098,29.8,87.8,91.0,6,159,35.3,5.9,3.4
"McCoy, Mason",232,232,100.0,57,49,33,10,8,2,0,0,19,33.3,5,8.8,31,105,.204,.202,.278,.277,.245,.241,.241,.242,0,.333,.041,29.5,76.8,89.4,2,129,15.2,0.0,0.0
"Ford, Mike",229,229,100.0,62,60,45,9,7,0,1,1,15,24.2,2,3.2,29,114,.150,.207,.177,.232,.233,.299,.180,.234,1,.182,.083,25.4,86.4,91.4,18,133,33.3,2.2,1.6
"Rosario, Eguy",226,226,100.0,57,53,34,13,4,6,0,3,20,35.1,2,3.5,44,105,.245,.196,.286,.239,.528,.392,.345,.274,5,.333,.283,41.9,87.5,92.8,12,151,47.1,14.7,8.8
"Trejo, Alan",221,221,100.0,66,63,49,9,9,0,0,0,15,22.7,1,1.5,33,128,.143,.185,.169,.210,.143,.242,.144,.201,1,.188,.000,25.8,84.1,90.3,10,153,24.5,2.0,1.5
"Shewmake, Braden",214,214,100.0,67,64,56,8,5,2,0,1,10,14.9,1,1.5,31,118,.125,.172,.134,.184,.203,.246,.144,.188,2,.127,.078,26.3,85.5,90.9,14,135,26.8,3.6,3.0
"Shenton, Austin",212,212,100.0,50,42,28,9,3,5,0,1,14,28.0,8,16.0,30,84,.214,.200,.340,.328,.405,.294,.330,.288,1,.296,.190,35.7,83.9,90.1,16,177,25.0,3.6,2.0
"Baker, Luken",201,201,100.0,49,40,31,7,3,1,1,2,11,22.4,7,14.3,30,91,.175,.187,.286,.305,.400,.328,.294,.288,2,.172,.225,33.0,91.0,92.3,16,186,58.1,6.5,4.1
"Westbrook, Jamie",200,200,100.0,48,40,28,6,2,2,0,2,14,29.2,4,8.3,30,92,.150,.222,.234,.301,.350,.418,.252,.313,3,.154,.200,32.6,89.4,90.9,16,173,35.7,10.7,6.3
"Locklear, Tyler",196,196,100.0,49,45,25,7,4,1,0,2,20,40.8,3,6.1,37,100,.156,.148,.224,.218,.311,.271,.238,.221,2,.217,.156,37.0,87.2,91.0,21,155,44.0,8.0,4.1
"Marchán, Rafael",195,195,100.0,56,51,44,15,8,4,0,3,8,14.3,3,5.4,14,90,.294,.336,.345,.384,.549,.520,.382,.393,4,.300,.255,15.6,85.1,90.6,15,153,31.8,9.1,7.1
"Moncada, Yoán",192,192,100.0,45,40,29,11,7,3,1,0,11,24.4,5,11.1,21,88,.275,.264,.356,.346,.400,.346,.333,.314,0,.379,.125,23.9,90.2,90.4,6,132,34.5,0.0,0.0
"Saggese, Thomas",189,189,100.0,52,49,35,10,7,2,0,1,14,26.9,2,3.8,23,102,.204,.202,.250,.248,.306,.312,.247,.248,1,.265,.102,22.5,85.7,90.7,11,166,25.7,2.9,1.9
"Romo, Drew",189,189,100.0,53,51,33,9,6,3,0,0,18,34.0,2,3.8,31,105,.176,.148,.208,.180,.235,.202,.197,.173,1,.273,.059,29.5,82.2,89.9,15,147,15.2,3.0,1.9
"Vilade, Ryan",188,188,100.0,49,45,35,8,7,0,0,1,12,24.5,2,4.1,25,104,.178,.226,.208,.254,.244,.305,.200,.246,2,.212,.067,24.0,84.4,91.3,7,142,37.1,5.7,4.1
"Mayo, Coby",188,188,100.0,46,41,19,4,4,0,0,0,22,47.8,4,8.7,41,90,.098,.170,.196,.260,.098,.204,.152,.222,0,.211,.000,45.6,84.7,89.8,6,149,21.1,0.0,0.0
"Foscue, Justin",187,187,100.0,44,42,24,2,1,1,0,0,18,40.9,2,4.5,26,93,.048,.102,.091,.143,.071,.144,.080,.133,1,.083,.024,28.0,86.9,90.3,27,158,16.7,4.2,2.3
"García, Avisaíl",186,186,100.0,51,50,37,12,9,1,0,2,13,25.5,1,2.0,33,112,.240,.250,.255,.265,.380,.405,.274,.293,3,.286,.140,29.5,86.6,91.3,2,146,29.7,8.1,5.9
"Pinto, René",185,185,100.0,49,42,26,9,4,3,0,2,18,36.7,4,8.2,39,92,.214,.188,.292,.278,.429,.467,.310,.330,5,.304,.214,42.4,91.4,92.8,25,176,61.5,19.2,10.2
"Cook, Billy",184,184,100.0,49,49,30,11,6,2,0,3,19,38.8,0,0.0,43,108,.224,.228,.224,.228,.449,.432,.285,.281,4,.296,.224,39.8,92.6,92.3,29,162,50.0,13.3,8.2
"Berroa, Steward",183,183,100.0,45,37,23,7,6,1,0,0,14,31.1,8,17.8,19,69,.189,.142,.333,.295,.216,.183,.268,.240,0,.304,.027,27.5,82.6,89.7,19,153,21.7,0.0,0.0
"Hinds, Rece",183,183,100.0,51,46,30,12,2,4,1,5,16,31.4,4,7.8,39,102,.261,.245,.333,.319,.717,.606,.433,.386,6,.280,.457,38.2,91.6,93.0,19,170,40.0,20.0,11.8
"Tromp, Chadwick",182,182,100.0,54,52,36,13,7,6,0,0,17,31.5,1,1.9,36,98,.250,.244,.259,.254,.365,.327,.266,.252,1,.361,.115,36.7,88.1,91.4,6,154,36.1,2.8,1.9
"Whitcomb, Shay",181,181,100.0,46,41,33,9,6,3,0,0,8,17.4,5,10.9,15,84,.220,.278,.304,.356,.293,.417,.272,.342,2,.273,.073,17.9,88.8,91.5,18,165,42.4,6.1,4.3
"Campero, Gustavo",177,177,100.0,48,46,38,11,9,0,1,1,8,16.7,0,0.0,23,103,.239,.228,.271,.261,.348,.297,.271,.251,1,.270,.109,22.3,82.4,90.0,9,122,15.8,2.6,2.1
"Rodriguez, Johnathan",175,175,100.0,40,31,17,4,3,1,0,0,14,35.0,9,22.5,32,79,.129,.134,.325,.329,.161,.157,.253,.257,0,.235,.032,40.5,91.3,92.1,-11,97,47.1,0.0,0.0
"Yorke, Nick",174,174,100.0,42,37,26,8,6,0,0,2,12,28.6,4,9.5,26,82,.216,.284,.286,.352,.378,.509,.289,.377,4,.250,.162,31.7,89.7,92.1,8,181,50.0,15.4,9.5
"Williams, Luke",172,172,100.0,52,46,34,9,6,3,0,0,13,25.0,4,7.7,23,90,.196,.166,.275,.248,.261,.266,.246,.234,1,.273,.065,25.6,87.8,90.6,16,154,29.4,2.9,1.9
"Zavala, Seby",171,171,100.0,43,39,24,6,3,2,0,1,16,37.2,3,7.0,31,84,.154,.178,.214,.237,.282,.352,.221,.257,1,.227,.128,36.9,88.0,91.8,18,167,41.7,4.2,2.3
"Wendzel, Davis",170,170,100.0,49,47,35,6,3,2,0,1,12,24.5,1,2.0,23,88,.128,.198,.163,.231,.234,.375,.176,.263,3,.147,.106,26.1,85.4,91.3,18,147,28.6,8.6,6.1
"Ornelas, Jonathan",163,163,100.0,40,37,25,8,6,2,0,0,13,32.5,2,5.0,22,75,.216,.227,.256,.267,.270,.277,.235,.244,0,.333,.054,29.3,91.6,92.7,0,105,56.0,0.0,0.0
"Bote, David",162,162,100.0,48,46,33,14,10,4,0,0,13,27.1,2,4.2,31,93,.304,.249,.333,.280,.391,.345,.317,.276,1,.424,.087,33.3,88.3,92.7,13,134,48.5,3.0,2.1
"White, Eli",160,160,100.0,42,39,27,11,8,1,1,1,12,28.6,1,2.4,17,78,.282,.205,.333,.261,.436,.328,.335,.263,3,.385,.154,21.8,86.6,91.4,7,134,48.1,11.1,7.1
"Adams, Jordyn",158,158,100.0,37,34,23,8,7,0,0,1,11,29.7,3,8.1,26,82,.235,.260,.297,.320,.324,.392,.278,.315,1,.318,.088,31.7,85.5,90.5,9,168,30.4,4.3,2.7
"Pereda, Jhonny",158,158,100.0,40,39,29,9,9,0,0,0,10,25.0,0,0.0,20,73,.231,.228,.250,.247,.231,.309,.216,.246,1,.310,.000,27.4,85.5,91.3,3,153,37.9,3.4,2.5
"Jones, Jahmai",152,152,100.0,47,42,27,10,7,1,1,1,16,34.0,2,4.3,21,68,.238,.192,.304,.262,.381,.322,.302,.263,2,.360,.143,30.9,83.3,92.1,15,148,40.7,7.4,4.3
"Murphy, Tom",152,152,100.0,37,33,20,4,2,1,0,1,13,35.1,4,10.8,24,65,.121,.155,.216,.247,.242,.326,.211,.257,2,.158,.121,36.9,87.4,92.1,5,156,35.0,10.0,5.4
"Remillard, Zach",151,151,100.0,39,33,24,8,6,1,1,0,10,25.6,5,12.8,11,57,.242,.228,.342,.332,.333,.324,.305,.302,1,.348,.091,19.3,82.6,90.8,9,131,29.2,4.2,2.6
